Close,Volume
192.5,8166400
192.490005,8872300
192.360001,7812600
188.490005,4864700
189.860001,4501100
188,2402500
187.699997,3177800
188.419998,3309600
187.220001,3135100
188.039993,2958700
188.529999,2422400
188.389999,5093000
186.350006,6643100
181.270004,4223800
181.710007,4575500
180.369995,3258500
180.720001,2762800
180.880005,3875400
182.139999,3231700
181.550003,10686800
182.820007,3551100
183.600006,3931800
182.259995,2460900
182.350006,3556200
182.559998,2773600
181.220001,4425300
182.25,4061700
184.289993,4154900
186.220001,2728400
186.369995,3296700
185.979996,2852200
184.509995,2376800
184.369995,2517100
185.690002,3200500
184.360001,4620500
183.759995,2759900
183.080002,3721600
184.779999,4793800
185.940002,2562900
185.679993,2218000
186.389999,2988000
184.889999,3026500
187,3270700
187.059998,3949500
186.460007,4202200
188.720001,5251500
192.190002,2226600
192.570007,3777400
190.080002,2261600
188.910004,2431900
189.300003,3821000
190.029999,3188700
191.259995,2222100
191.440002,3049900
193.529999,3674000
196.470001,4206800
195.110001,4626300
193.139999,5638300
189.630005,3871000
190.220001,4407100
191.729996,4736400
192.149994,3878600
192.270004,5419700
190.009995,11255500
196.399994,8527300
197.020004,5351300
197.770004,5431100
195.190002,4835000
195.679993,8417900
196.639999,5480100
193.289993,5125000
194.520004,6740500
191.770004,6089900
192.690002,4091100
193.550003,4924100
194.5,5394100
192.490005,8537300
190.449997,5194400
189.830002,6767700
192.619995,6851700
195.039993,10912700
188.25,5738500
186.669998,12535200
187.899994,5062600
184.710007,4323900
186.809998,3961300
185.809998,4938100
182.210007,5490300
183.899994,4913200
186.220001,4833000
186.759995,4229500
186.389999,4591200
187.679993,4117800
187.639999,3817300
187.139999,3485200
186.440002,4733000
184.259995,3950100
185.169998,4667900
185.270004,3827800
184.059998,3740700
183.229996,3902300
183.449997,4595300
182.789993,5699300
184.259995,4968200
182.949997,4671500
183.190002,4435200
183.690002,4659900
181.839996,4482000
180.240005,3983000
179.699997,4647300
177.139999,3540400
177.25,4692900
174.669998,4292200
174.240005,4712300
172.839996,4349800
172.899994,7186800
176.679993,5193400
177.360001,4853700
176.399994,4970900
176.850006,5333300
177.899994,5208600
179.639999,6890600
182.729996,6973900
182.25,13796100
188.429993,11076300
190.089996,7644600
188.759995,4770300
187.740005,4816500
185.919998,4619200
184.160004,5784700
187.259995,4022400
187.380005,4321300
187.970001,4603700
189.710007,5932300
186,4067800
186.639999,4063200
185.529999,4546500
187.570007,3619700
186.410004,3018600
185.080002,3381600
185.350006,3325700
183.220001,1613600
182.229996,4079900
180.020004,7653500
180.220001,5927000
178.699997,5697700
175.759995,5471900
177.850006,7517000
172.800003,4184400
173.369995,5671600
175.199997,4090400
177.119995,4127800
177.460007,3796600
177.669998,4739800
176.080002,4384900
175.740005,5267400
176.080002,5864000
177.479996,4560000
179.679993,2870500
178.970001,4596500
177.309998,5756000
178.940002,7161900
181.300003,7610200
184.130005,4459500
185.190002,3645800
185.25,4577000
184.470001,5344900
183.190002,5176100
182.210007,6321500
183.550003,4704400
183.070007,4258500
182.880005,5222300
179.990005,6275000
180,5219500
179.190002,4560700
177.850006,6096800
180.270004,3483300
179.229996,3644500
179.210007,4318100
180.149994,5273700
182.119995,8904600
177.350006,3712700
176.850006,4842800
177.800003,5533300
175.770004,5409400
174.970001,6977300
172.860001,7098700
173.779999,10548000
174.830002,22368900
186.729996,6718000
184.660004,3365100
186.970001,2663100
186.160004,3232600
184.770004,3658900
181.320007,4423500
178.720001,5578300
182.009995,3966400
184.100006,2863600
183.860001,3211800
184.960007,3617100
186.380005,2681200
185.179993,3978200
186.919998,3905500
190.220001,2093600
189.470001,2654500
189.970001,3085300
190.990005,3340800
190.020004,8525900
193.389999,3178100
194.419998,3841800
192.160004,2930900
193.149994,3902400
192.169998,3710400
190.729996,3354800
190.699997,4962900
186.600006,3149600
184.979996,3017200
183.029999,2903500
184.149994,2867600
183.130005,2597900
183.960007,3487200
182.270004,2731000
182.639999,2980900
182.160004,3979200
182.740005,3190700
184.740005,2170400
185.419998,2292700
185.190002,2354300
184.860001,3551000
184.559998,3117800
184.229996,3248900
185.339996,3426400
185.789993,3692400
187.529999,2892300
188.419998,3542900
189.089996,3026500
187.820007,3249600
187.929993,4547600
188.559998,3901700
190.990005,5938500
195.5,2490900
195.160004,3874000
195.809998,2877700
195.039993,3810000
196.009995,2663200
196.210007,2113700
197.350006,2485100
197.220001,3014300
196.610001,2957900
194.979996,2863800
194.089996,3398000
193.539993,6997600
197.990005,8393400
194.550003,6868400
193.850006,3745300
194,5674700
192.070007,4494700
192.800003,4177500
192.25,3892000
191.300003,5204200
194.979996,2947500
194.929993,2405400
193.25,1872600
191.5,3657700
191.279999,4442400
191.110001,10055800
195.649994,3514200
194.860001,3320200
194.979996,3846200
193.539993,4356200
195.460007,8914800
197.350006,4514800
201.940002,2846100
204.869995,3277800
203.039993,3219900
202.199997,2804500
203.770004,2899500
201.199997,3409800
203.979996,2814400
205.020004,2652300
206.350006,2953400
203.800003,3679400
202.740005,4215400
206.190002,3598300
208.949997,3322000
208.020004,4949000
209.360001,4399700
207.919998,3439400
207.779999,4011500
205.720001,3295800
206.160004,5179100
206.990005,5186800
208.649994,2982900
207.600006,3614500
208.440002,5704100
204.690002,4507000
203.320007,4028100
203.210007,3699700
202.470001,3648400
204.470001,3279200
203.240005,3542300
204.820007,3601700
203.630005,3451000
202.779999,4826500
204.509995,4492700
202.389999,3945100
199.630005,4899100
202.539993,7539900
199.149994,5932400
194.309998,3490300
193.949997,4650900
191.710007,3693900
191.610001,6296100
187.830002,9845400
190,18847000
207.149994,6502000
209.669998,3269800
212,2859500
209.259995,4218100
211.380005,3165400
212.919998,3655600
212,3524200
209.220001,2577300
209.320007,2351200
209.410004,4148000
211.309998,3709500
212.660004,3128800
214.360001,3116800
212.380005,2144500
213.300003,3749900
210.889999,3223400
212.360001,2300300
210.740005,3242500
212.080002,3031500
212.259995,5830400
215.059998,3019000
213.440002,3198600
213.210007,3006000
214.919998,7930300
215.800003,5505500
212.059998,3355900
210.550003,3591600
210.080002,3049700
210.380005,3700500
209.419998,3884400
208.380005,3594800
206.529999,3807800
205.190002,3693400
202.910004,3308300
200.830002,4689200
202.330002,4185100
199.139999,3391600
197.509995,3844800
201.089996,3107900
198.330002,3922900
199.309998,3715400
200.320007,2998300
200.979996,3627800
199.649994,3294200
200.089996,2169800
200.039993,2461800
200.160004,2944700
201.679993,2893300
199.740005,3076700
201.020004,3624200
202.789993,3636900
203.789993,3188800
205.179993,3370700
203.070007,3091400
203.520004,2998400
203.899994,3617100
204.929993,2823700
204.970001,3358900
204.419998,4447200
204.720001,12530500
196.080002,7172300
194.470001,4559600
193.649994,3881600
192.589996,2962900
192.5,4172100
192.619995,4172200
194.449997,3880400
192.880005,3608100
192.320007,3212000
192.869995,3026900
193.139999,2862300
193.990005,3380200
195.270004,3644700
196.350006,4234100
191.550003,4684900
189.830002,3536600
192.710007,3967600
191.949997,2776500
192.399994,1631200
193.419998,8225300
194.770004,4184500
195.080002,4270500
195.690002,4125900
193.619995,3792400
191.759995,3826900
191.990005,3623200
192.949997,4241900
194.199997,4144000
192.619995,3438500
191.949997,4091300
189.699997,3216600
188.649994,4202100
189.360001,3990700
189.479996,3349600
190.070007,4936400
191.529999,4077900
191.979996,3603600
191.229996,3290900
192.880005,5210300
193.490005,3877600
190.289993,5189600
189.199997,3170200
190.350006,3588900
186.940002,4660800
185.850006,3411700
185.509995,4404400
188.320007,3406700
189.25,3067400
189.639999,3671600
190.100006,3542200
191.160004,4746200
195.070007,3281000
194.139999,2736200
193.429993,4260100
197.149994,3758800
194.529999,6052300
193.270004,4006500
191.600006,3249600
190.720001,3738000
191.25,4427400
194.399994,4402500
193.360001,6620300
194.960007,9295900
200.630005,12673900
211,5632100
208.929993,3060900
207.800003,2712000
205.759995,2910000
205.820007,4024500
207.990005,3580400
209.820007,1982600
210.589996,2858400
210.389999,2957500
210.509995,3192300
209.839996,3321000
210.470001,5456900
207.449997,4910900
205.910004,2771900
204,3423300
204.979996,3345200
205.289993,3511100
205.979996,12771500
206.179993,3739100
206.429993,2605600
207.070007,2476100
207.149994,3275100
206.809998,4057100
206.360001,3879600
203.770004,3284000
203.270004,3910600
200.949997,4208000
199.5,3413700
199.100006,3931700
195.039993,3312500
194.539993,4514400
194.850006,3193300
193.369995,2740900
195.080002,2141400
194.869995,2539200
195.690002,2498800
197.770004,2639500
195.699997,2757400
197.25,3296100
198.649994,3111300
200.5,2336000
201.220001,2551800
200.839996,2729500
198.399994,2111800
198.289993,2562300
199.009995,2418300
199.289993,2600500
198.419998,2160100
199.029999,2068300
199.929993,3209400
198.759995,2337800
198.520004,3278100
194.449997,2812600
195.179993,2559300
195.979996,3507000
196.679993,2787000
196.389999,4177300
193.949997,3282900
191.080002,3833800
190.339996,3597100
190.830002,3904500
192.449997,4789700
195.339996,10395400
188.25,8019500
183.649994,5158600
184.789993,3144400
186.009995,3933000
183.089996,4931300
185.25,5456100
186.259995,4690300
189.669998,3988100
191.410004,4952900
195.289993,2690200
195.929993,1450400
195.830002,2827000
195.580002,5259600
191.399994,3967300
193,2762700
191.949997,3435900
192.860001,3211600
193.699997,8823000
193.389999,4316600
198.779999,3378200
198.929993,3297600
198.289993,3378900
199.100006,6389000
195.100006,3585000
193.100006,3247700
194.550003,3023700
192.509995,3273300
195.139999,2479200
194.440002,3701100
193.990005,3641300
189.199997,3556500
188.539993,4624500
189.080002,5206400
192.899994,9287500
194.529999,3602500
196.460007,3618500
194.300003,2901900
196.089996,3569300
196.119995,4100000
196.820007,3567100
197.759995,3831700
195.880005,5737100
197.889999,5626300
199.729996,5001000
199.039993,2987400
199.440002,3029200
201.169998,2391500
200.600006,3830500
201.229996,3742500
201.479996,3881500
203.75,3373400
204.990005,4023600
207.240005,2826600
208.059998,2360300
208,2715900
207.080002,2773200
206.809998,3496900
205.580002,3302700
203.570007,4003400
200,5626300
198.619995,3618800
199.600006,4758200
199.509995,5762900
200.130005,10153500
207.449997,6065500
202.720001,3826600
202.800003,3767000
205.320007,2929600
202.580002,3366200
202.330002,4132900
204.940002,3326900
205.470001,3809000
206.050003,4404000
209.5,4091500
209.470001,3387900
208.649994,3215200
208.270004,3403700
207.289993,3265700
207.179993,2704500
207.770004,3418200
205.479996,3036200
205.490005,3307800
204.690002,3329900
204.25,3695100
205.720001,3763200
206.009995,9637000
206,3621100
204.720001,4602300
203.779999,4866000
201,3119700
200.619995,3178200
199.809998,3145800
197.770004,3346900
197.259995,5214700
200.660004,6938000
198.809998,3727400
197.529999,3560300
196.729996,5117100
197.979996,3167400
197.529999,3758400
197.759995,3353200
197.610001,8032700
193.869995,3275800
193.389999,3293600
193.419998,3746500
193.020004,3525500
192.25,4020900
192.220001,3398100
192.619995,2458800
192.419998,3391100
193.130005,3876400
192.949997,3803800
193.350006,3433000
192.820007,3639800
193.639999,4521700
191.529999,3907300
192.619995,5088800
192.600006,4826800
192.5,4359000
190.460007,3360400
190.979996,4004700
191.729996,4359700
191.929993,5345700
189.979996,5751700
188.520004,12849700
180.520004,8567200
181.070007,4600600
180,6003400
179.160004,5279200
180.550003,6881000
182.320007,4110800
181.309998,5161000
181.589996,5201200
182.539993,4897100
184.660004,4463100
185.539993,4346700
186.300003,5646000
183.880005,3530900
186.179993,2941600
183.990005,2872000
184.949997,2775200
184.75,3052300
182.039993,5052000
181.470001,9282500
187.240005,4740100
182.889999,5039900
183.570007,11849400
187.479996,4474500
188.720001,5057700
191.149994,5008400
192.179993,3796100
194.559998,4847900
191.580002,4369000
194.050003,5081700
192.940002,4144900
190.839996,5699400
189.660004,4962200
189.449997,4858800
188,7836800
180.940002,3661600
182.210007,4524200
177.059998,2232800
177.949997,4800900
181.309998,4178600
181.479996,5145100
185.240005,4440900
185.729996,5840500
186.619995,4616800
188.75,4585300
187.350006,6038600
187.380005,3665300
183.350006,3881600
182.240005,5494800
187.25,4330600
187.320007,3530800
186.380005,3237600
187.300003,4953500
183.919998,4136600
181.350006,5881200
184.630005,4710000
187.449997,5009800
185.880005,7057800
181.970001,5387700
180.360001,5373100
182.25,5890600
181.630005,8054200
177.25,7513800
177.389999,6708300
178.899994,15729400
186.589996,8790300
190.529999,5368200
186.820007,4399200
186.119995,5338200
185,5330500
186.619995,5784800
182.389999,6842600
181.690002,7180900
176.850006,5851700
174.740005,9200000
173.289993,9042600
174.869995,7807400
179.169998,6944300
177.550003,7732200
177.710007,7638800
174.509995,6745700
169.339996,5586600
168.619995,8195600
173.020004,7043100
174.720001,6209600
173.130005,4755600
172.990005,11048100
170.089996,5464400
167.240005,6980700
163.429993,4723800
162.419998,5247200
161.369995,6743900
165.25,6027200
167.309998,6796600
165.110001,5761200
166.979996,4979100
170.330002,5463900
171.910004,6074200
172.509995,4477700
172.619995,5293400
169.139999,6438200
165.580002,6751600
166.759995,6427000
164.320007,6923300
158.979996,7249100
157.539993,14068600
163.830002,15082600
171.479996,5129700
171.240005,5585400
172.990005,7645400
168.199997,5187000
166.729996,9175600
162.539993,13993600
170.610001,12517600
166.220001,15804900
172.979996,11871800
171.479996,11022300
178.830002,6722000
178.050003,5770400
180.75,5842700
181.850006,6665600
181.800003,4478800
181.350006,5806800
182.929993,4356200
183.699997,4987000
185.179993,4516100
184.899994,4958400
183.649994,5901100
185.210007,13245600
175.279999,8879700
175.539993,5347100
174.229996,4613100
174.320007,4074800
174.050003,5036800
174.990005,4766500
176.490005,4399900
176.479996,5905600
177.710007,5885900
175.429993,4586500
174.539993,5181700
171.550003,5105200
170.539993,3817100
170.009995,4850000
167.619995,4446700
165.070007,4402600
166.119995,5271500
165.679993,3960500
166.220001,5387300
165.020004,3956100
164.440002,7149700
162.669998,4861100
162.330002,5225600
164.119995,7050000
163.169998,5099200
163.179993,4683300
164.839996,4299800
164.339996,3850800
163.690002,4187000
164.75,3619700
165.050003,5230500
166.089996,3854100
166.559998,5134600
168.929993,9123400
167.5,3277600
167.179993,5771300
167.75,3882100
167.990005,4643600
168.259995,5144000
170.160004,4869900
170.589996,3538300
170.440002,4154300
170.5,8773200
168.860001,4662200
169.919998,5167400
172.240005,5138500
169.5,4663200
170.380005,4934800
169.100006,3594800
168.889999,4839400
168.460007,7332000
170.619995,6890300
172.869995,5007700
172.149994,5396200
170.580002,5587700
170.779999,5087700
170.369995,5299700
168.490005,7300000
167.669998,3583800
168.279999,6158400
164.75,10891800
165.399994,6547100
165.940002,6160700
166.210007,5287400
164.970001,4699100
163.949997,4181900
163.25,3860600
163.949997,4139000
164.050003,3324100
164.380005,3666700
164.039993,3774800
163.990005,3612000
164.25,3225100
164.270004,4381900
163.070007,3860800
163.600006,3394100
162.880005,3456700
161.369995,3972800
162.179993,5348100
160.039993,5145800
159.529999,4782500
158,4311400
157.679993,5784000
155.889999,11450000
154.179993,7376400
153,12195300
159.020004,6475800
161.389999,4300500
162.429993,4271000
162.020004,7041400
165.860001,9086600
162.279999,5384800
159.929993,5312000
161.830002,4910700
163.479996,4057800
160.160004,3413000
159.970001,4382800
161.880005,4773000
162.279999,4518400
160.770004,5707500
160.179993,5998100
161.949997,5209300
164.839996,4245000
164.240005,3230500
163.399994,3216000
162.839996,3768700
163.220001,4129800
163.850006,5185200
164.089996,5737800
164.649994,4633600
166.050003,5612600
164.820007,4928100
164,3755200
163.529999,4683400
163.300003,3904000
163.559998,5831300
162,7197200
159.210007,6725600
161.070007,4878300
161.039993,5353100
161.440002,8260800
159.630005,7285100
155.5,7009000
155.800003,7439900
155.690002,12141000
150.649994,9176900
150,4544200
148.820007,3445800
149.100006,4091500
147.279999,4163600
147.639999,3633400
147.929993,4135700
148.660004,5029200
147.050003,4657400
147.639999,5060100
147.479996,4603800
146.759995,2969800
146.669998,3039100
146.520004,3661100
145.710007,2699600
145.339996,2314700
145.889999,2424500
145.949997,3388800
145.740005,3777100
144.509995,3995000
145,10027000
144.550003,4178600
144.720001,4447400
145.820007,4800800
144.279999,4741000
144.820007,3503800
144.300003,4405300
144.979996,4961400
144.020004,4828600
144.990005,3321800
145.380005,3710600
145.179993,5374000
144.410004,6822800
141.460007,7674800
142.889999,5040300
143.899994,2081300
145.809998,4874100
143.179993,4570300
145.389999,3730700
145.050003,5015900
144.360001,4236200
141.949997,4785900
142.240005,6342100
143.639999,3827700
143.740005,4731500
145.429993,4752200
146.550003,5172000
146.139999,5700600
146.460007,4459700
146.919998,4995800
146.789993,6622500
144.169998,5182100
143.839996,4626400
143.320007,5674600
143.600006,8439300
140.899994,5481600
141.429993,6465300
140.669998,7327100
139.839996,4870000
139.669998,4105300
139.830002,6221200
139.070007,6945500
138.029999,14159100
142.830002,10322700
141.059998,7220400
141.5,5653100
140.369995,8784300
139.850006,5637300
139.660004,4004300
138.850006,4540800
138.720001,6440800
137.839996,4783000
137.660004,6202500
135.25,4059900
135.639999,5621200
134.139999,6425800
135.479996,5151200
134.889999,7481300
134.649994,6155400
134.110001,7122400
131.669998,3898800
132.570007,4922400
131.979996,5267900
131.789993,7145500
130.190002,10397400
129.669998,4685000
129.429993,4762500
128.850006,4850500
129.610001,5271300
127.989998,4418700
126.360001,3436700
126.080002,4477500
125.949997,4353300
127.580002,5142900
125.040001,5103300
125.769997,5623100
123.129997,5624200
123.400002,3604000
124.730003,6214200
122.779999,7746600
125.269997,5235300
124.900002,5621200
126.470001,4034400
127.5,6246300
128.899994,5402400
129.389999,4883200
128.449997,4298300
127.769997,4009200
127.870003,4669400
128.300003,5132200
129.830002,6316100
131.839996,5471700
132,6131700
130.139999,6136200
131.830002,4520600
131.270004,4567500
130.369995,5091800
130.759995,6437500
128.399994,6021000
128.020004,8994200
128.429993,4248800
128.630005,4648200
128.410004,5174900
128.380005,5078000
127.470001,6909000
125.269997,8615500
126.550003,16337400
129.789993,8388600
128.029999,7002900
130.720001,6186800
130.720001,6607200
130.479996,6687700
128.669998,4206900
127.959999,3898000
127.970001,5439300
127,7090300
123.459999,6348700
121.860001,6454500
122.57,9742100
123.480003,8018000
125.089996,9376200
128.979996,6335100
127.120003,10420400
128.190002,5565500
130.110001,6855800
129.300003,6030200
130.649994,6857800
130.149994,9581400
130.979996,5571000
130.350006,6401000
129.789993,6652500
128.5,6753000
128.449997,5820200
127.68,7479700
123.900002,7795500
123.720001,8399200
124.129997,6951400
125.279999,9669200
127.959999,6645300
127.410004,7705300
124.339996,7135400
125.260002,7421900
126.389999,7725900
123.230003,9083200
124.519997,9494800
124.449997,6868600
125.419998,12639500
123.800003,13176500
128.860001,8669300
129.949997,9330000
130.440002,8923400
131.190002,9920100
131.479996,10497800
132.679993,16626900
126.889999,6498900
126.269997,8463900
122.099998,10584800
123.919998,13168800
127.459999,6072800
128.119995,8285000
129.600006,4992100
129,6266700
130.460007,5786900
130.100006,7122300
128.820007,10916700
130.729996,5285400
129.990005,6197300
129.130005,6018500
128.990005,7559200
129.690002,15216500
132.229996,11353700
130.630005,9546200
130.889999,6425300
131.25,8545800
129.029999,6819100
128.360001,3992300
128.759995,5185100
127.610001,6006900
128.479996,5157000
128.929993,3926300
129.350006,4118700
128.25,4980500
128.25,4904800
128.770004,3426600
128.589996,4643000
129.259995,5550800
129.240005,7603200
128.529999,6669300
129.369995,5978500
127.980003,5651900
127.709999,10744300
128.380005,4954400
127.760002,6348400
128.669998,6134900
127.830002,4497700
127.940002,5169500
127.599998,7922200
125.620003,6916200
125.550003,7528800
126.410004,6199300
127.25,6140200
126.720001,6032300
126.879997,6390000
127.419998,6013300
128.570007,4577700
127.160004,4784200
127.07,5658700
127.589996,4782000
126.459999,4591900
126.849998,3808100
127.190002,6303100
127.809998,5525900
126.330002,5827400
125.230003,6777300
124,8017700
123.730003,5089000
122.809998,5219100
123.209999,6044500
121.879997,5718500
123.519997,8617000
123,9126900
125.660004,4177100
125.529999,5899900
124.669998,7242900
122.389999,11571200
123.75,9622200
126.330002,8719200
125.75,7135300
126.120003,5738500
125.5,10088600
129,9608600
130.25,15197500
134.139999,13916200
131.779999,8494400
132.309998,7111800
130.229996,6455400
130.509995,8081500
129.479996,5730400
130.850006,4197200
129.550003,5840600
130,5605300
130.850006,6841400
132.449997,6155300
130.899994,4223400
132.570007,3867000
131.850006,4184200
132.309998,5800400
130.570007,4265100
130,4127600
129.929993,5535500
128.649994,4772500
127.910004,9106600
127.400002,5909500
128.710007,6372500
128.490005,7862600
129.929993,5201300
129.679993,6597200
129.339996,7077800
128.389999,6071900
126.800003,5351400
127.040001,4144400
127.25,7068500
127.550003,5760000
127.209999,4597900
127.940002,6578600
126.349998,6302700
125.699997,3319200
127.279999,3967700
127.93,4816500
128.199997,7003500
126.959999,5354200
127.540001,5308400
128.149994,3970100
128.630005,1027500
128.210007,7822500
127.029999,4979700
126.260002,5345400
127.190002,6530800
126.910004,6444500
126,7764600
123.489998,4979600
123.099998,6701800
121.290001,6353300
121.160004,5706800
120.559998,7049400
120.610001,7711700
122.870003,6309400
121.5,8780400
120.650002,9445400
120.110001,6538500
120.360001,6799200
122.690002,6027000
120.870003,7171000
122.82,8780700
123.059998,7514100
121.639999,19216900
127.980003,11904600
128.350006,9545500
127.019997,7581300
127.040001,7730500
125.93,13123100
122.290001,6498000
122.779999,5872000
121.349998,6659100
119.75,5673300
119.019997,7581900
117.900002,7067500
119.610001,7733300
118.809998,6748800
119.330002,8248600
121.080002,5187900
120.940002,5426800
120.82,5538100
121.610001,5564700
121.57,4515100
122.110001,9935800
121.879997,8392600
121.82,11236700
119.349998,6536000
118.879997,4758600
118.050003,5893700
117.669998,4889400
116.760002,5248100
117.160004,5797500
117.459999,3451700
116.330002,4936200
116.089996,5178800
116.690002,6303800
118.050003,5439400
118.220001,6235700
119.43,4356900
119.470001,4515500
118.830002,4652200
119.32,6363400
119.900002,8306800
118.949997,4841700
118.57,4837900
117.629997,4286200
116.860001,5349600
118.57,4796400
119.580002,5489200
119.290001,6289700
117.790001,4844500
118.699997,3981300
119.330002,5763200
117.379997,6003100
118.470001,5025800
119.599998,4993500
119.919998,6108200
117.93,5329600
117.860001,6803100
117.260002,5100900
117.279999,5782900
117.629997,5069200
117.639999,6261000
117.059998,8461400
115.57,8813400
117.040001,8301700
116.440002,10682500
115.419998,20188900
110.639999,14997900
107.220001,8699100
103.25,5413500
103.620003,9494300
100.830002,7465900
102.080002,6153200
100.68,7380800
100.190002,6685600
101.650002,6522500
101.730003,7026700
104.839996,5537300
104.419998,7512600
105.830002,4681800
105.68,5127900
106.059998,6900600
104.150002,6395200
104.440002,5152600
104.519997,7295400
105.889999,13559000
106.330002,6206900
107,7366200
107.32,7231000
107.620003,8567600
108.209999,7250900
109.400002,9134300
108.349998,7578100
108.139999,8585900
107.489998,6363800
107.239998,7665000
106.330002,5468500
106.489998,7688000
106.830002,7045800
108.370003,7725000
106.279999,6871800
104.690002,6127500
102.93,7119600
105.019997,7211200
101.889999,5596200
102.82,7411500
104.050003,7083100
105.510002,7079200
104.580002,7429500
101.370003,8367400
101.050003,9445100
102.260002,8202100
103.940002,7961600
102.900002,8253000
101.489998,11575500
102.589996,8521400
104.620003,7530900
105.849998,6750000
106.190002,8313900
104.610001,6234200
103.209999,10654500
104.040001,9783700
101.940002,11110500
99.949997,8611400
100.080002,10157500
101.419998,9440400
102.550003,12120000
102.309998,15226700
100.43,12524700
101.269997,10214200
101.43,9259500
98.849998,8164200
99.269997,6276700
99.949997,7797200
101.699997,8013700
101.190002,7285200
98.75,8768400
101.559998,8819800
102.220001,10962900
100.82,16219000
97.610001,12212900
96.889999,14553700
94.519997,10964000
